id,title,url,kind,date,notes,rights_status,retrieval_status,local_path,preview_path
civic-citywide-photos,Chicago City-Wide Collection,https://www.chipublib.org/fa-chicago-city-wide-collection/,photographs,various,"Finding aid includes Box 129 photos 15.74 (1901 Prairie N.B. Ream) and 15.75 (1905 Prairie Marshall Field home), from 1893 Pictorial Chicago. Finding-aid leads, not downloaded image objects. Original date/rights and exact view must be verified.",Underlying 1893 reproductions may be PD; item scan terms and provenance review required.,verified catalog or finding aid,,
civic-hooker,George Ellsworth Hooker City Planning Transportation and Housing Collection,https://www.lib.uchicago.edu/e/scrc/findingaids/view.php?eadid=ICU.SPCL.HOOKERCOLLECTION,transit,1882–1932,"Finding aid includes 1907 through-routes map, 1902 street railway franchise material and transport planning evidence. Catalog leads; no assertion Prairie Avenue itself carried streetcar rails. Correlate contemporary map with adjacent Indiana/Wabash/Michigan routes.",Archival collection rights vary; request/review item-level rights.,verified catalog or finding aid,,
civic-code-1881,Municipal Code of Chicago,https://archive.org/details/municipalcodeofc00chicrich,codes,1881,Earlier Chicago municipal law compilation; original PDF downloaded. Earlier baseline only. Amendments and superseding 1890/1905 code must be traced; do not assert 1881 provision effective in 1904.,Published 1881 US work public domain; digitization credited to Internet Archive.,"original PDF downloaded, not provision-level reviewed",,
MAP-1911-20,"Sanborn Chicago vol. 3 (1911), sheet 20",https://www.loc.gov/item/sanborn01790_020/,supplied primary map,1911,"User-supplied original scan, supplied by William Tyre. 16th–18th Streets. Retain printed sheet number; digital sequence not assumed. 1911 geometry and use are later than target.",public_domain_US_1911,local_original_acquired,maps/originals/sanborn-1911-sheet-20.jpg,
MAP-1911-28,"Sanborn Chicago vol. 3 (1911), sheet 28",https://www.loc.gov/item/sanborn01790_020/,supplied primary map,1911,"User-supplied original scan, supplied by William Tyre. 18th–20th Streets. Retain printed sheet number; digital sequence not assumed. 1911 geometry and use are later than target.",public_domain_US_1911,local_original_acquired,maps/originals/sanborn-1911-sheet-28.jpg,
MAP-1911-35,"Sanborn Chicago vol. 3 (1911), sheet 35",https://www.loc.gov/item/sanborn01790_020/,supplied primary map,1911,"User-supplied original scan, supplied by William Tyre. 20th–22nd Streets. Retain printed sheet number; digital sequence not assumed. 1911 geometry and use are later than target.",public_domain_US_1911,local_original_acquired,maps/originals/sanborn-1911-sheet-35.jpg,
MAP-1911-key,"Sanborn Chicago vol. 3 (1911), key",https://www.loc.gov/item/sanborn01790_020/,supplied primary map,1911,"User-supplied original scan, supplied by William Tyre. symbols and materials. Retain printed sheet number; digital sequence not assumed. 1911 geometry and use are later than target.",public_domain_US_1911,local_original_acquired,maps/originals/sanborn-1911-key.jpg,
MAP-1886,Robinson 1886 atlas detail: 16th–18th Streets,,supplied primary map,1886,Supplied by William Tyre for lost 1609–1611 rowhouses and 1620 house only. Plate bibliographic identification pending; do not use the whole 1886 streetscape as 1904.,public_domain_US_1886,local_original_acquired,maps/originals/robinson-1886-north-block.jpg,
TYRE-20260923,William Tyre: map guidance for the 1904 model,,user-supplied correspondence,2026-09-23,"Supplied note says 1911 sheets cover 16th–22nd, with two physical changes since 1904: 1609–1611 replaced by a commercial building; 1620 razed and lot empty. This is attributed expert guidance, not an independent parcel-by-parcel verification; does not establish unchanged occupants or interior details.",factual_summary_only,attachment_read,docs/map-guidance.md,
pa-prairie-brochure-2022,Museum brochure,https://static1.squarespace.com/static/55ef0304e4b03f4c029572a4/t/61dc7d72061c083bccf47d24/1641839988287/Prairie%2BAvenue%2Bbrochure%2Bupdated%2B2022.pdf,acquired document,see original and phase qualifiers,"PDF pages 1–4 Glessner House Museum copyright; archival reference, republication rights not established","Glessner House Museum copyright; archival reference, republication rights not established",downloaded; companion archive,,
pa-reid-nrhp-2003,Reid House nomination,https://nara-media.s3.amazonaws.com/electronic-records/rg-079/NPS_IL/03000783.pdf,acquired document,see original and phase qualifiers,PDF pp4–9 architectural description; pp11–25 history; p32 floor plans; pp34–49 image section Government-hosted nomination; constituent photo/drawing rights require review,Government-hosted nomination; constituent photo/drawing rights require review,downloaded; companion archive,,
pa-district-nrhp-1972,"Prairie Avenue District National Register nomination, including Keith House",https://nara-media.s3.amazonaws.com/electronic-records/rg-079/NPS_IL/72000452.pdf,acquired document,see original and phase qualifiers,PDF pp2–15 building descriptions; pp18–24 significance/history; pp26–36 images/maps Government-hosted nomination; constituent photo/drawing rights require review,Government-hosted nomination; constituent photo/drawing rights require review,downloaded; companion archive,,
pa-clarke-habs-data,Clarke House HABS data pages,https://tile.loc.gov/storage-services/master/pnp/habshaer/il/il0000/il0096/data/il0096data.pdf,acquired document,see original and phase qualifiers,PDF pages 1–4 HABS: no known restrictions for US Government images; copied material may have restrictions,HABS: no known restrictions for US Government images; copied material may have restrictions,downloaded; repository original,research/public/clarke-habs-data.pdf,
pa-prairie-city-report-1973,Prairie Avenue City 1973 report,https://reports.chicagolandmarkreports.org/prairie-avenue-district.pdf,acquired document,see original and phase qualifiers,PDF pages 1–24 City report hosted by Preservation Chicago; reuse rights not established,City report hosted by Preservation Chicago; reuse rights not established,downloaded; companion archive,,
pa-kimball-habs-il1077,Kimball House HABS IL-1077 data,https://tile.loc.gov/storage-services/master/pnp/habshaer/il/il0100/il0136/data/il0136data.pdf,acquired document,see original and phase qualifiers,"PDF pp2–5 architectural details; p6 survey date August 24, 1967 HABS federal text; copied sources may be restricted",HABS federal text; copied sources may be restricted,downloaded; repository original,research/public/kimball-habs-data.pdf,
pa-wheeler-kohn-nrhp-1999,Wheeler-Kohn National Register nomination,https://nara-media.s3.amazonaws.com/electronic-records/rg-079/NPS_IL/99000975.pdf,acquired document,see original and phase qualifiers,PDF pp4–10 architectural description; p22 plan; pp24–60 photographs/caption versos Government hosted record; constituent imagery rights require review,Government hosted record; constituent imagery rights require review,downloaded; companion archive,,
pa-keith-dining-room,Elbridge Keith dining room historic photograph,https://images.squarespace-cdn.com/content/v1/55ef0304e4b03f4c029572a4/1613516027822-O9SZ5NMLWH163BURUQWL/3%2B-%2BKeith%2BHouse%2Bdining%2Broom.jpg,acquired photograph,see original and phase qualifiers," Rights not established; original archival download only, no derivative or permission assumption","Rights not established; original archival download only, no derivative or permission assumption",downloaded; companion archive,,
pa-chicagology-1729prairiedailynews,1729 Prairie: exterior; date unverified,https://chicagology.com/wp-content/themes/revolution-20/goldenage2/1729prairiedailynews.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1729prairiedrawingroom,1729 Prairie: drawing room; date unverified,https://chicagology.com/wp-content/themes/revolution-20/goldenage2/1729prairiedrawingroom.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1729prairieaddition,1729 Prairie: addition; image date unverified,https://chicagology.com/wp-content/themes/revolution-20/goldenage2/1729prairieaddition.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1729prairie1901,1729 Prairie: exterior caption dated 1901,https://chicagology.com/wp-content/themes/revolution-20/goldenage2/1729prairie1901.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1729prairie1902,1729 Prairie: exterior caption dated 1902,https://chicagology.com/wp-content/themes/revolution-20/goldenage2/1729prairie1902.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1729prairie1886map,1729 Prairie: map caption dated 1886; not 1904,https://chicagology.com/wp-content/themes/revolution-20/chicagoimages9/1729prairie1886map.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-923prairiefieldhome,1905 Prairie: Field residence exterior; date unverified,https://chicagology.com/wp-content/themes/revolution-20/chicagoimages9/923prairiefieldhome.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1905prairielibrary,1905 Prairie: library; date unverified,https://chicagology.com/wp-content/themes/revolution-20/chicagoimages8/1905prairielibrary.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1905prairehallway,1905 Prairie: hall; date unverified,https://chicagology.com/wp-content/themes/revolution-20/chicagoimages8/1905prairehallway.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1905prairieC,1905 Prairie: historic image; caption review required,https://chicagology.com/wp-content/themes/revolution-20/chicagoimages8/1905prairieC.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1905prairieA,1905 Prairie: historic image; caption review required,https://chicagology.com/wp-content/themes/revolution-20/chicagoimages8/1905prairieA.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1893marshallfieldhouse,1905 Prairie: exterior filename dates 1893; verify original,https://chicagology.com/wp-content/themes/revolution-20/chicagoimages9/1893marshallfieldhouse.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-chicagology-1905prairie1886map,1905 Prairie: map filename dates 1886; not 1904,https://chicagology.com/wp-content/themes/revolution-20/chicagoimages9/1905prairie1886map.jpg,acquired photograph,see original and phase qualifiers,image asset on cited house page Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,Historic reproduction from secondary collection; original source/publication rights not established. Private archival research copy only; no derivative or reuse permission implied.,downloaded; companion archive,,
pa-glessner-habs-data,John J. Glessner House HABS IL-1015 historical data,https://tile.loc.gov/storage-services/master/pnp/habshaer/il/il0100/il0118/data/il0118data.pdf,acquired document,see original and phase qualifiers,PDF p2 deed; p3 construction and1946 alterations; pp22–24 architectural data; pp26–27 photogrammetric inventory HABS report includes historical copied text; pp26–27 specify original glass photogrammetric plates need special permission. Distinguish federal architectural text/measured drawings and reference prints from restricted plates.,HABS report includes historical copied text; pp26–27 specify original glass photogrammetric plates need special permission. Distinguish federal architectural text/measured drawings and reference prints from restricted plates.,downloaded; repository original,research/public/glessner-habs-data.pdf,
pa-glessner-habs-sheet-1,Glessner HABS: Title and neighborhood site plan,https://cdn.loc.gov/master/pnp/habshaer/il/il0100/il0118/sheet/00001a.tif,acquired architectural drawing,see original and phase qualifiers,"sheet 1 of 6 HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.","HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.",downloaded; repository original,research/public/glessner-habs-sheet-1.tif,research/public/glessner-habs-sheet-1.png
pa-glessner-habs-sheet-2,Glessner HABS: First-floor plan,https://cdn.loc.gov/master/pnp/habshaer/il/il0100/il0118/sheet/00002a.tif,acquired architectural drawing,see original and phase qualifiers,"sheet 2 of 6 HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.","HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.",downloaded; repository original,research/public/glessner-habs-sheet-2.tif,research/public/glessner-habs-sheet-2.png
pa-glessner-habs-sheet-3,Glessner HABS: Second-floor plan,https://cdn.loc.gov/master/pnp/habshaer/il/il0100/il0118/sheet/00003a.tif,acquired architectural drawing,see original and phase qualifiers,"sheet 3 of 6 HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.","HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.",downloaded; repository original,research/public/glessner-habs-sheet-3.tif,research/public/glessner-habs-sheet-3.png
pa-glessner-habs-sheet-4,Glessner HABS: Section A–A,https://cdn.loc.gov/master/pnp/habshaer/il/il0100/il0118/sheet/00004a.tif,acquired architectural drawing,see original and phase qualifiers,"sheet 4 of 6 HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.","HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.",downloaded; repository original,research/public/glessner-habs-sheet-4.tif,research/public/glessner-habs-sheet-4.png
pa-glessner-habs-sheet-5,Glessner HABS: Masonry and doorway details,https://cdn.loc.gov/master/pnp/habshaer/il/il0100/il0118/sheet/00005a.tif,acquired architectural drawing,see original and phase qualifiers,"sheet 5 of 6 HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.","HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.",downloaded; repository original,research/public/glessner-habs-sheet-5.tif,research/public/glessner-habs-sheet-5.png
pa-glessner-habs-sheet-6,"Glessner HABS: Front/east elevation, photogrammetry April6 1965",https://cdn.loc.gov/master/pnp/habshaer/il/il0100/il0118/sheet/00006a.tif,acquired architectural drawing,see original and phase qualifiers,"sheet 6 of 6 HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.","HABS measured drawing, United States federal government work; Commons marks PD-US-NPS.",downloaded; repository original,research/public/glessner-habs-sheet-6.tif,research/public/glessner-habs-sheet-6.png
